LConfiguration,LTerm,LTerm (atlas),LJ,LLevel,UConfiguration,UTerm,UTerm (atlas),UJ,ULevel,Wavelength,log gf (DREAM),gf (DREAM),gf (atlas),A DREAM,A atlas,CF,Disagreement
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,2.5,58661.13,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,1.5,82398.98,4211.495,-1.68,0.021,,1.97,,0.043,
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3D3.0,3.5,77449.32,4212.366,-2.14,0.007,0.027,0.34,0.778,0.009,-0.360
4f13.(2F*<5/2>).5d2.(3F),3[3/2]*,2F2.5 3F1.5,0.5,58672.53,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 3P1.0,1.5,82398.98,4213.519,-2.70,0.002,0.025,0.18,0.48,0.005,-0.421
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,51248.86,4f13.(2F*<5/2>).5d.6p.(3F*<3>),,,3.5,74973.41,4213.856,-2.38,0.004,,0.20,,0.005,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,2.5,53120.58,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,4214.945,-2.12,0.008,0.017,0.47,0.652,0.033,-0.145
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,2.5,57798.51,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,4215.711,-3.52,0.000,,0.03,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,2F3 5 3F4.5,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F2.5 3F2.0,2.5,71468.70,4216.414,-2.00,0.010,0.018,0.62,0.92,0.006,-0.171
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,2F2.5 3D0.5,1.5,34575.37,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",2F2.5 3P0.0,2.5,58283.91,4216.702,-1.73,0.019,0.031,1.17,0.792,0.058,0.169
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,1.5,45737.29,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,1.5,69443.52,4217.113,,,0.010,,0.383,,
4f13.(2F*<7/2>).5d.6s.(1D),1[7/2]*,2F3.5 1D3.5,3.5,37516.59,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,4.5,61214.66,4218.565,-0.52,0.302,0.310,11.40,9.5,0.165,0.079
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,0.5,49419.13,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,1.5,73116.71,4218.652,-3.61,0.000,,0.02,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,3.5,44438.03,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,4218.760,-3.41,0.000,,0.02,,0.000,
4f14.5d,2D,,2.5,24332.69,4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,1.5,48024.70,4219.644,-3.87,0.000,,0.01,,0.004,
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,,1.5,52987.76,4f14.7d,2D,,2.5,76676.31,4220.260,-3.57,0.000,,0.02,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,4.5,40917.91,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,3.5,64598.28,4221.718,-3.33,0.000,,0.02,,0.001,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,2.5,53120.58,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,,1.5,76799.07,4222.053,-2.19,0.006,,0.59,,0.008,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,,3.5,57534.45,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,4223.421,-3.78,0.000,,0.01,,0.000,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,4.5,68943.65,4223.455,-3.30,0.001,,0.02,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,2F2.5 3D4.5,3.5,40035.82,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,2.5,63702.32,4224.192,-1.81,0.015,0.017,0.96,0.866,0.050,0.043
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,2F2.5 3D4.5,5.5,42915.13,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,5.5,66571.58,4225.987,-2.08,0.008,0.014,0.26,0.534,0.004,-0.315
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,2.5,44497.51,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,1.5,68150.57,4226.592,-2.14,0.007,,0.68,,0.020,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,2.5,69079.88,4227.129,-3.69,0.000,,0.01,,0.000,
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,2F2.5 1D3.5,3.5,48556.57,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,3.5,72202.03,4227.951,-0.52,0.302,0.233,14.00,8.886,0.154,0.197
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,2.5,44497.51,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,4229.376,-3.67,0.000,,0.01,,0.000,
,,,3.5,66078.00,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",,2.5,89713.17,4229.752,-1.23,0.059,,3.73,,0.031,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,4.5,52880.75,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,4.5,76516.11,4229.758,-3.55,0.000,,0.01,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,2F2.5 3D0.5,0.5,39378.89,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,1.5,63011.85,4230.187,-1.46,0.035,0.043,3.33,0.819,0.111,0.609
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,2F2.5 1D4.5,4.5,45335.03,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,4.5,68943.65,4234.549,-0.51,0.309,0.320,11.30,12.166,0.339,-0.032
4f13.(2F*<7/2>).5d2.(3F),3[7/2]*,2F3.5 3F3.5,4.5,46354.55,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,4.5,69957.49,4235.568,-1.85,0.014,0.016,0.52,0.608,0.010,-0.070
4f13.(2F*<7/2>).5d2.(1D),1[3/2]*,,1.5,55221.46,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,4237.280,-2.63,0.002,,0.15,,0.002,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,2F3.5 3F6.5,5.5,46547.72,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,6.5,70136.24,4238.157,-1.78,0.017,0.032,0.44,1.041,0.109,-0.373
4f13.(2F*<7/2>).5d2.(3P),*,2F3.5 1G2.5,2.5,56056.91,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F3.5 1P1.0,3.5,79628.71,4241.163,-1.22,0.060,0.111,2.89,3.155,0.038,-0.038
4f13.(2F*<5/2>).5d2.(3F),*,,2.5,53716.38,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,4241.912,-3.11,0.001,,0.07,,0.001,
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,6.5,49727.19,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,5.5,73291.95,4242.430,-1.07,0.085,0.092,2.63,4.065,0.078,-0.190
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,4.5,47663.52,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,3.5,71222.36,4243.496,-1.87,0.013,0.014,0.63,0.663,0.010,-0.020
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,2.5,53120.58,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,4244.057,-1.49,0.032,0.025,1.97,0.946,0.029,0.318
4f13.(2F*<7/2>).5d2.(1D),1[11/2]*,2F3.5 1D5.5,5.5,54192.51,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F3.5 1P1.0,4.5,77747.40,4244.208,-0.98,0.105,0.844,3.89,38.329,0.055,-0.994
4f13.(2F*<7/2>).5d2.(3P),*,,2.5,56056.91,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,4245.262,-3.00,0.001,,0.09,,0.001,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,4.5,56088.39,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F3.5 1P1.0,3.5,79628.71,4246.835,-1.50,0.032,0.057,1.48,2.693,0.018,-0.261
4f13.(2F*<7/2>).5d.6s.(1D),1[7/2]*,2F3.5 1D3.5,3.5,37516.59,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,3.5,61051.06,4247.891,-1.42,0.038,0.047,1.78,1.776,0.039,0.000
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,,1.5,52987.76,4f14.7d,2D,,1.5,76517.21,4248.797,-3.08,0.001,,0.08,,0.003,
4f13.(2F*<7/2>).5d2.(3P),*,,2.5,56056.91,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,4249.384,-3.61,0.000,,0.01,,0.000,
4f13.(2F*<5/2>).5d2.(1D),1[3/2]*,2F2.5 1D1.5,1.5,66189.00,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",2F2.5 1P1.0,2.5,89713.17,4249.751,-1.19,0.065,0.085,4.05,2.139,0.045,0.277
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,2.5,57798.51,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,4251.563,-2.65,0.002,,0.14,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,4.5,68943.65,4251.619,-3.17,0.001,,0.02,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,47758.54,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,2.5,71270.01,4252.046,-2.03,0.009,,0.57,,0.006,
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,2F3.5 1D2.5,2.5,37077.59,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,1.5,60586.46,4252.516,-0.63,0.234,0.218,21.95,12.327,0.413,0.251
4f13.(2F*<5/2>).5d2.(1G),*,2F2.5 1G2.5,2.5,66205.87,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",2F2.5 1P1.0,2.5,89713.17,4252.800,-1.23,0.059,0.097,3.72,3.656,0.035,0.007
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,3.5,44438.03,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,3.5,67938.68,4254.004,-2.42,0.004,,0.18,,0.003,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,4.5,30224.33,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,53720.71,4254.777,-1.92,0.012,0.013,0.44,0.49,0.140,-0.044
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,1.5,58162.75,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,4255.139,-2.18,0.007,,0.41,,0.006,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,4.5,30224.33,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,3.5,53715.26,4255.764,-1.57,0.027,0.033,1.25,1.553,0.068,-0.094
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,2.5,48272.77,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3F4.0,1.5,71763.67,4255.770,-1.67,0.021,0.046,1.98,2.597,0.014,-0.119
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,3.5,45273.02,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,2F3.5 3P0.0,3.5,68756.04,4257.198,-2.14,0.007,0.011,0.33,0.414,0.003,-0.102
4f13.(2F*<7/2>).5d.6s.(1D),1[9/2]*,2F3.5 1D4.5,4.5,38342.02,4f13.(2F*<7/2>).5d.6p.(3D*<2>),,2F3.5 3D3.0,3.5,61822.58,4257.644,-0.86,0.138,0.142,6.45,6.675,0.394,-0.015
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F4.5,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,3.5,71222.36,4260.681,-2.12,0.008,0.017,0.35,0.638,0.004,-0.267
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,0.5,43007.79,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,0.5,66462.86,4262.271,-2.58,0.003,,0.50,,0.012,
4f13.(2F*<5/2>).5d2.(3F),*,,2.5,59439.08,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,4262.698,-1.37,0.043,,2.65,,0.028,
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,1.5,48024.70,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,2.5,71468.70,4264.283,-2.44,0.004,,0.22,,0.006,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,4.5,52880.75,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",,3.5,76323.49,4264.513,-3.14,0.001,,0.03,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,2.5,44497.51,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,3.5,67938.68,4264.798,-3.15,0.001,,0.03,,0.003,
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,3.5,68450.11,4265.499,-3.54,0.000,,0.01,,0.001,
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F2.5 3D3.0,4.5,78070.19,4266.946,-0.66,0.219,0.052,8.05,1.947,0.078,0.616
4f14.5d,2D,,2.5,24332.69,4f13.(2F*<7/2>).5d2.(3F),*,,3.5,47758.54,4267.587,-2.92,0.001,,0.06,,0.019,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,,3.5,68756.04,4268.469,-3.89,0.000,,0.01,,0.000,
4f13.(2F*<5/2>).5d2.(3F),3[3/2]*,2F2.5 3F1.5,0.5,58672.53,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 3F2.0,0.5,82091.32,4268.874,-2.53,0.003,0.173,0.53,6.472,0.006,-1.087
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,2.5,41678.73,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",,3.5,65093.14,4269.672,-3.14,0.001,,0.03,,0.002,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,2F3.5 3F6.5,5.5,46547.72,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,4.5,69957.49,4270.519,-1.26,0.055,0.046,2.01,2.063,0.065,-0.011
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,3.5,52921.62,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",,3.5,76323.49,4271.960,-2.37,0.004,,0.20,,0.003,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,2.5,53120.58,4f14.7d,2D,,1.5,76517.21,4272.917,-3.11,0.001,,0.07,,0.002,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,1.5,32981.59,4f13.(2F*<7/2>).5d.6p.(1P*<1>),,,2.5,56375.91,4273.339,-2.18,0.007,,0.39,,0.011,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,0.5,66462.86,4274.536,-3.69,0.000,,0.04,,0.001,
,,,4.5,49917.00,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,5.5,73291.95,4276.789,-2.65,0.002,,0.07,,0.006,
,,,4.5,49917.00,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,4.5,73283.35,4278.363,-2.98,0.001,,0.04,,0.001,
4f13.(2F*<7/2>).5d2.(1G),1[7/2]*,,3.5,57103.02,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,4280.591,-2.59,0.003,,0.12,,0.006,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,3.5,55462.68,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,4281.051,-3.53,0.000,,0.02,,0.001,
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,1.5,58162.75,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,4281.474,-2.71,0.002,,0.18,,0.003,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,1.5,45737.29,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,2F2.5 1P1.0,2.5,69079.88,4282.810,-2.04,0.009,0.029,0.57,0.719,0.020,-0.103
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,2.5,32371.10,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",,1.5,55702.07,4284.943,-2.62,0.002,,0.23,,0.010,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,,3.5,68756.04,4285.815,-2.70,0.002,,0.09,,0.001,
4f13.(2F*<5/2>).5d2.(1D),*,,3.5,64970.74,,,,3.5,88297.00,4285.881,-0.85,0.141,,6.31,,0.073,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,2.5,66395.72,4286.843,-2.63,0.002,,0.14,,0.003,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,5.5,50468.05,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,,4.5,73750.90,4293.799,-3.42,0.000,,0.01,,0.000,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,4.5,68549.23,4295.024,-2.65,0.002,,0.08,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,2.5,66351.21,4295.040,-2.70,0.002,,0.12,,0.004,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,3.5,59624.66,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,4296.698,-1.77,0.017,,1.05,,0.017,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,3.5,52921.62,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,2.5,76170.25,4300.119,-3.58,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,1.5,48024.70,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,2.5,71270.01,4300.733,-2.56,0.003,,0.17,,0.005,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,4.5,56088.39,,,,5.5,79333.00,4300.926,-3.71,0.000,,0.01,,0.000,
4f13.(2F*<7/2>).5d2.(1D),1[3/2]*,,1.5,55221.46,4f13.(2F*<5/2>).5d.6p.(1F*<3>),,,1.5,78464.76,4301.105,-2.80,0.002,,0.14,,0.001,
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,3.5,77882.04,4301.490,-1.61,0.025,0.040,1.14,1.842,0.014,-0.210
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,4.5,46169.78,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,,3.5,69395.20,4304.416,-3.21,0.001,,0.03,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,3.5,35059.00,4f13.(2F*<5/2>).6s.6p.(3P*<0>),"(5/2,0)",,2.5,58283.91,4304.511,-2.88,0.001,,0.08,,0.002,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,4.5,60649.86,,,,4.5,83871.00,4305.208,-2.26,0.005,,0.20,,0.004,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,2F2.5 1D4.5,4.5,45335.03,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,4.5,68549.23,4306.497,-1.49,0.032,0.061,1.14,2.242,0.048,-0.294
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,1.5,68150.57,4307.284,-2.56,0.003,,0.25,,0.002,
4f13.(2F*<7/2>).5d2.(1G),1[9/2]*,2F3.5 1G4.5,4.5,58484.54,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,3.5,81692.92,4307.577,-1.65,0.022,0.026,1.01,1.194,0.019,-0.073
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,2F3.5 3P3.5,2.5,53120.58,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",2F2.5 3D2.0,3.5,76323.49,4308.592,-1.90,0.013,0.013,0.57,0.358,0.010,0.203
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,2.5,63234.11,4309.450,-3.09,0.001,,0.05,,0.013,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,2.5,48272.77,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F2.5 3F2.0,2.5,71468.70,4309.889,-2.19,0.006,0.012,0.40,0.44,0.004,-0.047
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,2F3.5 3F5.5,4.5,47663.52,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,70858.18,4310.125,-1.72,0.019,0.022,0.68,0.807,0.032,-0.076
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,4310.175,-3.33,0.000,,0.03,,0.001,
4f13.(2F*<7/2>).5d2.(1D),1[7/2]*,2F3.5 1D3.5,3.5,53644.89,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,4310.227,-2.53,0.003,0.030,0.18,1.468,0.008,-0.915
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,3.5,49008.93,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,3.5,72202.03,4310.415,-3.12,0.001,,0.03,,0.001,
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,2F3.5 1G1.5,1.5,52987.76,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3D2.0,2.5,76170.25,4312.388,-2.01,0.010,0.011,0.58,0.269,0.026,0.331
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,5.5,30562.79,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,53720.71,4316.963,-0.91,0.123,0.132,4.42,5.794,0.144,-0.118
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,2F2.5 3F5.5,5.5,58051.51,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,4.5,81205.27,4317.739,-1.08,0.083,0.106,3.02,4.651,0.132,-0.188
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,2F3.5 3P2.5,1.5,58162.75,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,2.5,81312.65,4318.459,-1.54,0.029,0.017,1.73,0.414,0.025,0.622
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,,4.5,56480.77,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,4318.824,-2.83,0.001,,0.07,,0.011,
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,1.5,68150.57,4320.721,-3.50,0.000,,0.03,,0.001,
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,,4.5,47663.52,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",,5.5,70793.96,4322.092,-2.62,0.002,,0.07,,0.004,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,5.5,35831.68,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,5.5,58961.37,4322.232,-0.97,0.107,0.031,3.17,1.131,0.150,0.447
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,3.5,56500.64,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,4322.535,-1.81,0.015,,0.70,,0.013,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",,4.5,63163.79,4322.553,-2.59,0.003,,0.09,,0.052,
4f13.(2F*<7/2>).5d2.(3F),3[3/2]*,,0.5,46902.71,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,0.5,70029.04,4322.860,-2.42,0.004,,0.66,,0.009,
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,4323.554,-2.97,0.001,0.015,0.06,0.547,0.003,-0.931
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,4323.630,-2.19,0.006,,0.38,,0.009,
