LConfiguration,LTerm,LTerm (atlas),LJ,LLevel,UConfiguration,UTerm,UTerm (atlas),UJ,ULevel,Wavelength,log gf (DREAM),gf (DREAM),gf (atlas),A DREAM,A atlas,CF,Disagreement
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,2.5,44497.51,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,3049.148,-1.95,0.011,,2.03,,0.045,
4f13.(2F*<7/2>).5d2.(3F),3[7/2]*,,4.5,46354.55,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,3050.472,-3.45,0.000,,0.03,,0.000,
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,,3.5,48556.57,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,3051.981,-3.65,0.000,,0.03,,0.000,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,3.5,40035.82,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,3.5,72779.99,3053.091,-2.09,0.008,,0.74,,0.047,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,2F2.5 1D4.5,4.5,45335.03,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F2.5 3D3.0,4.5,78070.19,3053.931,-0.49,0.324,1.021,22.90,74.627,0.187,-0.513
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,1.5,45737.29,4f13.(2F*<5/2>).5d.6p.(1F*<3>),,2F2.5 1F3.0,1.5,78464.76,3054.649,-0.87,0.135,0.027,24.48,1.973,0.093,1.094
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,2F3.5 3D2.5,2.5,32371.10,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,3.5,65093.14,3055.156,-2.73,0.002,0.090,0.17,4.93,0.002,-1.466
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D3.5,2.5,43956.41,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,3055.356,-0.71,0.195,0.064,23.33,4.674,0.158,0.698
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,5.5,35831.68,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,4.5,68549.23,3055.575,-2.03,0.009,0.048,0.66,4.206,0.021,-0.806
4f13.(2F*<7/2>).5d2.(3F),3[3/2]*,2F3.5 3F1.5,0.5,46902.71,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,3056.912,-1.12,0.076,0.035,13.55,1.277,0.101,1.026
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,,5.5,48503.82,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,3057.079,-3.01,0.001,,0.07,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,47758.54,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,3057.293,-2.33,0.005,,0.42,,0.002,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,3.5,49008.93,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,3.5,81692.92,3058.713,-2.59,0.003,,0.23,,0.001,
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,,0.5,49419.13,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,0.5,82091.32,3059.817,-2.73,0.002,,0.65,,0.004,
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,,2.5,77606.58,3060.400,-1.39,0.041,,4.82,,0.025,
4f14.6p,2P*,,0.5,27061.82,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,1.5,59710.65,3062.007,-2.63,0.002,,0.42,,0.031,
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,2F2.5 1D3.5,3.5,48556.57,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,4.5,81205.27,3062.019,-2.47,0.003,0.011,0.24,0.64,0.004,-0.422
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D3.5,3.5,45429.82,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F2.5 3D3.0,4.5,78070.19,3062.800,,,0.049,,2.849,,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,4.5,30224.33,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,5.5,62861.27,3063.122,-0.71,0.195,0.281,11.50,17.013,0.227,-0.170
4f13.(2F*<5/2>).5d.6s.(1D),1[1/2]*,,0.5,47228.96,,,,0.5,79860.00,3063.633,-1.71,0.019,,7.10,,0.035,
4f13.(2F*<7/2>).5d.6s.(1D),1[11/2]*,2F3.5 1D5.5,5.5,34784.95,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,4.5,67416.03,3063.672,-0.76,0.174,0.075,12.50,6.537,0.171,0.282
4f13.(2F*<7/2>).5d.6s.(1D),1[3/2]*,2F2.5 3D0.5,1.5,34575.37,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,1.5,67204.97,3063.811,-1.58,0.026,0.073,4.63,5.301,0.033,-0.059
4f14.6p,2P*,,1.5,30392.23,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",,1.5,63011.85,3064.749,-2.33,0.005,,0.82,,0.046,
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,3.5,31979.90,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,3.5,64598.28,3064.865,-0.78,0.166,,14.63,,0.104,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,1.5,28757.98,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,2.5,61374.49,3065.041,-0.21,0.617,0.690,73.83,33.379,0.421,0.345
4f13.(2F*<7/2>).5d2.(1G),1[7/2]*,,3.5,57103.02,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",,2.5,89713.17,3065.639,-3.80,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,3.5,77882.04,3065.745,-1.00,0.100,,8.78,,0.027,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,5.5,30562.79,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,4.5,63163.79,3066.499,-2.12,0.008,0.049,0.54,4.263,0.002,-0.895
4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,2F2.5 1D1.5,1.5,47005.46,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,3066.547,-1.37,0.043,0.052,7.50,3.77,0.055,0.299
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,,2.5,77606.58,3067.178,-2.78,0.002,,0.19,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,2F2.5 3D1.5,2.5,41678.73,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,2.5,74270.48,3067.370,-0.48,0.331,0.377,39.17,27.315,0.222,0.157
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,2F3.5 3D2.5,1.5,32981.59,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,0.5,65566.72,3067.993,-1.58,0.026,0.042,9.15,6.084,0.159,0.177
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,2F2.5 3D1.5,1.5,41688.45,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,2.5,74270.48,3068.285,-0.49,0.324,0.345,38.17,16.654,0.204,0.360
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,,5.5,46547.72,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,3068.560,-3.54,0.000,,0.02,,0.000,
4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,2F2.5 1D1.5,1.5,47005.46,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,2F2.5 3P0.0,2.5,79583.11,3068.697,-0.98,0.105,0.055,12.35,2.654,0.289,0.668
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,2.5,43956.41,4f14.7d,2D,,1.5,76517.21,3070.285,-1.32,0.048,,8.55,,0.232,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,2F2.5 1D4.5,4.5,45335.03,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,3.5,77882.04,3071.586,-0.43,0.372,0.232,32.63,20.954,0.256,0.192
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,2F3.5 1D2.5,2.5,37077.59,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 1F3.0,2.5,69607.54,3073.197,-1.63,0.023,0.017,2.77,1.227,0.012,0.353
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,2F3.5 3D3.5,4.5,33052.29,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,3.5,65577.11,3073.682,-1.06,0.087,0.145,7.79,13.078,0.194,-0.225
4f13.(2F*<7/2>).5d.6s.(1D),1[9/2]*,2F3.5 1D4.5,4.5,38342.02,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,70858.18,3074.501,-1.21,0.062,0.040,4.30,2.885,0.113,0.173
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,2.5,26759.02,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",2F2.5 3P1.0,2.5,59259.24,3076.009,-0.90,0.126,0.067,14.80,4.827,0.220,0.487
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,2.5,64055.82,3077.190,-2.47,0.003,0.011,0.40,0.792,0.020,-0.295
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D2.5,1.5,43075.09,4f13.(2F*<5/2>).5d.6p.(1D*<2>),"(5/2,2)",2F2.5 1D2.0,2.5,75550.94,3078.317,-0.84,0.145,0.245,17.17,11.75,0.140,0.165
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,4.5,77747.40,3078.456,-0.97,0.107,,7.49,,0.059,
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,3.5,33494.68,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,4.5,65950.95,3080.174,-1.28,0.052,0.119,3.77,6.84,0.033,-0.259
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D3.5,3.5,45429.82,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,3.5,77882.04,3080.559,-0.56,0.275,0.299,24.50,21.478,0.077,0.057
4f13.(2F*<7/2>).5d.6s.(1D),1[9/2]*,2F3.5 1D4.5,4.5,38342.02,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,5.5,70793.96,3080.585,-1.62,0.024,0.059,1.40,3.532,0.032,-0.402
4f13.(2F*<7/2>).5d.6s.(1D),1[7/2]*,,3.5,37516.59,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,,4.5,69957.49,3081.633,-2.39,0.004,,0.29,,0.006,
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,3.5,77449.32,3082.049,-3.41,0.000,,0.03,,0.001,
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,2F2.5 1D4.5,4.5,45335.03,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F3.5 1P1.0,4.5,77747.40,3084.346,-0.20,0.631,0.016,44.30,1.147,0.329,1.587
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D2.5,3.5,44438.03,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,3085.431,-1.37,0.043,0.080,5.05,7.638,0.107,-0.180
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,4.5,35019.13,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,4.5,67416.03,3085.819,-0.78,0.166,0.246,11.60,17.611,0.119,-0.181
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,3.5,63957.80,3086.503,-1.81,0.015,0.026,1.35,1.395,0.015,-0.014
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,2F2.5 3D0.5,0.5,39378.89,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3F4.0,1.5,71763.67,3086.974,-0.34,0.457,0.721,81.50,25.789,0.495,0.500
4f13.(2F*<5/2>).5d.6s.(1D),1[1/2]*,2F2.5 1D0.5,0.5,47228.96,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,3087.717,-1.40,0.040,0.079,7.00,2.824,0.051,0.394
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,2F2.5 3D4.5,4.5,40917.91,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,5.5,73291.95,3087.998,-0.56,0.275,0.463,16.08,27.583,0.150,-0.234
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,2.5,43956.41,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",,3.5,76323.49,3088.662,-1.92,0.012,,1.07,,0.014,
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,2F3.5 1D2.5,2.5,37077.59,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,1.5,69443.52,3088.772,-1.24,0.058,0.067,10.10,7.181,0.050,0.148
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,2F2.5 3D4.5,4.5,40917.91,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,4.5,73283.35,3088.819,-0.90,0.126,0.285,8.68,20.363,0.098,-0.370
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,1.5,28757.98,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,0.5,61120.49,3089.098,-0.21,0.617,0.721,217.00,103.013,0.718,0.324
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,2F3.5 3D3.5,3.5,35059.00,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",2F3.5 3D3.0,4.5,67416.03,3089.621,-1.10,0.079,0.126,5.59,7.198,0.080,-0.110
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,1.5,77284.02,3090.923,-0.81,0.155,,27.00,,0.111,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D2.5,2.5,44497.51,4f13.(2F*<5/2>).5d.6p.(3D*<1>),,2D,2.5,76839.00,3091.106,-1.86,0.014,0.028,1.60,1.998,0.058,-0.098
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,,2.5,77606.58,3091.864,-1.60,0.025,,2.85,,0.010,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<7/2>).6s.6p.(1P*<1>),,,3.5,59090.13,3092.098,-2.93,0.001,,0.10,,0.006,
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,,2.5,37077.59,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,,3.5,69395.20,3093.390,-3.84,0.000,,0.01,,0.000,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D3.5,3.5,45429.82,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F3.5 1P1.0,4.5,77747.40,3093.393,-1.08,0.083,0.077,5.83,4.388,0.053,0.123
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,5.5,35831.68,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,5.5,68148.88,3093.429,-0.96,0.110,0.138,6.29,9.831,0.439,-0.194
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,6.5,31631.59,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,5.5,63944.18,3093.871,-0.02,0.955,1.267,55.58,105.271,0.951,-0.277
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,3.5,49008.93,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,2.5,81312.65,3094.720,-3.58,0.000,,0.03,,0.000,
4f13.(2F*).6s2,2F*,2F3.5 1S3.5,3.5,21418.75,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,4.5,53720.71,3094.889,-1.98,0.010,0.012,0.74,0.683,0.008,0.032
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D2.5,2.5,44497.51,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,2F2.5 3D3.0,1.5,76799.07,3094.927,-0.60,0.251,0.248,43.00,26.475,0.236,0.211
4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,,2.5,47329.44,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,3.5,79628.71,3095.147,-2.84,0.001,,0.13,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[11/2]*,2F3.5 3D5.5,5.5,30562.79,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,5.5,62861.27,3095.222,-0.83,0.148,0.034,8.42,2.419,0.075,0.542
4f13.(2F*).6s2,2F*,,3.5,21418.75,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",,3.5,53715.26,3095.411,-2.17,0.007,,0.59,,0.003,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,2.5,41678.73,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,3.5,73966.81,3096.219,-2.40,0.004,,0.34,,0.024,
4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,2F2.5 1D2.5,2.5,47329.44,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,1.5,79605.95,3097.329,-1.05,0.089,0.130,15.40,13.856,0.067,0.046
4f14.5d,2D,,1.5,22960.80,4f13.(2F*<7/2>).5d2.(1D),1[3/2]*,,1.5,55221.46,3098.851,-3.03,0.001,,0.16,,0.019,
4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,,2.5,47329.44,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,3099.523,-3.87,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d2.(3P),*,,2.5,56056.91,,,,3.5,88297.00,3100.867,-3.09,0.001,,0.07,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D2.5,3.5,44438.03,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,3101.003,-0.37,0.427,0.146,48.67,13.8,0.235,0.547
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,0.5,33653.86,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",2F3.5 3F4.0,1.5,65888.46,3101.357,-0.16,0.692,0.663,119.75,23.495,0.561,0.707
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,2F3.5 3D2.5,2.5,32371.10,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",2F3.5 3D1.0,3.5,64598.28,3102.071,-0.21,0.617,0.715,53.13,37.989,0.518,0.146
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D3.5,2.5,43956.41,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3D2.0,2.5,76170.25,3103.355,-2.92,0.001,0.014,0.14,0.991,0.001,-0.852
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,4.5,56088.39,,,,3.5,88297.00,3103.898,-3.54,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,3.5,49008.93,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",,4.5,81205.27,3105.042,-3.05,0.001,,0.06,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,48272.77,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,3106.142,-2.29,0.005,,0.45,,0.005,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D2.5,2.5,44497.51,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,3106.735,-1.24,0.058,0.033,6.55,2.331,0.066,0.449
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,3.5,57534.45,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",2F2.5 1P1.0,2.5,89713.17,3106.742,-1.93,0.012,0.033,1.35,3.108,0.008,-0.361
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D3.5,3.5,45429.82,4f13.(2F*<5/2>).5d.6p.(3F*<4>),,2F2.5 3F4.0,2.5,77606.58,3106.932,-1.26,0.055,0.096,6.22,9.039,0.023,-0.163
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,3.5,77449.32,3106.976,-2.00,0.010,,0.87,,0.004,
4f13.(2F*<7/2>).5d2.(3F),3[11/2]*,,5.5,48503.82,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,5.5,80679.18,3107.067,-3.16,0.001,,0.04,,0.001,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,2F3.5 3D3.5,2.5,34389.76,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,3.5,66558.00,3107.755,0.06,1.148,1.159,99.63,61.354,0.518,0.211
4f14.5d,2D,,2.5,24332.69,4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,3.5,56500.64,3107.783,-2.47,0.003,,0.29,,0.036,
4f14.6p,2P*,2P,1.5,30392.23,4f14.6d,2D,2D,2.5,62559.02,3107.895,0.20,1.585,1.124,180.00,52.885,0.569,0.532
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,2F2.5 3D4.5,3.5,40035.82,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,3.5,72202.03,3107.951,-0.37,0.427,0.445,36.38,31.405,0.339,0.064
4f13.(2F*<7/2>).5d2.(3F),*,,1.5,45737.29,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,0.5,77887.30,3109.517,-2.03,0.009,,3.25,,0.010,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,2F3.5 3D3.5,4.5,33052.29,4f13.(2F*<7/2>).5d.6p.(3F*<2>),,2F3.5 1D2.0,4.5,65199.54,3109.784,-2.88,0.001,0.159,0.09,11.208,0.002,-2.092
4f13.(2F*).6s2,2F*,,2.5,31568.08,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",,2.5,63702.32,3111.043,-2.88,0.001,,0.15,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F3.5,2.5,51248.86,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 1F3.0,3.5,83363.88,3112.905,-1.19,0.065,0.097,5.45,5.118,0.048,0.027
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,3.5,77449.32,3112.976,-1.64,0.023,,1.96,,0.030,
4f13.(2F*<7/2>).5d.6s.(1D),1[7/2]*,2F3.5 1D3.5,3.5,37516.59,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 1F3.0,2.5,69607.54,3115.240,-1.25,0.056,0.026,6.42,2.435,0.041,0.421
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,2F3.5 3D2.5,2.5,32371.10,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",2F3.5 3D2.0,1.5,64461.08,3115.334,0.00,1.000,1.097,173.00,115.579,0.786,0.175
4f13.(2F*<7/2>).5d.6s.(3D),3[9/2]*,2F3.5 3D4.5,3.5,33494.68,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,3.5,65577.11,3116.067,-1.20,0.063,0.043,5.50,3.019,0.057,0.260
4f13.(2F*).6s2,2F*,2F2.5 1S2.5,2.5,31568.08,4f13.(2F*<7/2>).5d.6p.(1D*<2>),,2F3.5 1D2.0,1.5,63647.73,3116.337,-1.35,0.045,0.092,7.68,9.687,0.411,-0.101
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,2F2.5 3D2.5,3.5,44438.03,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,4.5,76516.11,3116.490,0.18,1.514,1.853,104.00,104.046,0.571,0.000
4f13.(2F*<7/2>).5d.6s.(3D),3[5/2]*,,3.5,31979.90,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",,2.5,64055.82,3116.700,-0.47,0.339,,39.17,,0.380,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,2F3.5 3D1.5,2.5,26759.02,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,2.5,58823.58,3117.804,-0.10,0.794,1.031,89.83,72.302,0.508,0.094
4f13.(2F*<7/2>).5d2.(3F),*,,1.5,50832.65,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,3118.330,-2.07,0.009,,0.99,,0.014,
4f13.(2F*<7/2>).5d2.(3P),*,,2.5,56056.91,,,,1.5,88101.00,3119.800,-3.94,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,2F3.5 3D3.5,4.5,33052.29,4f13.(2F*<7/2>).5d.6p.(3F*<3>),"(7/2,3)",2F3.5 3F3.0,3.5,65093.14,3120.111,-1.62,0.024,0.176,2.05,15.405,0.029,-0.876
