"4f13.(2F*<5/2>).5d.6p.(3D*<3>) (5/2,3)5/2",0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(3D*<3>) 3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(3D*<1>) 5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(3F*<4>) 5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<7/2>).5d.6p.(1P*<1>) (7/2,1)9/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<7/2>).5d.6p.(1P*<1>) (7/2,1)7/2",0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(1F*<3>) 3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(3P*<0>) 5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(3P*<1>) 3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f13.(2F*<5/2>).5d.6p.(3P*<1>) 7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.6f 2F*5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.6f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(1F*<3>) (5/2,3)11/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(1F*<3>) (5/2,3)1/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(1F*<3>) (5/2,3)3/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(1F*<3>) (5/2,3)5/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(1F*<3>) (5/2,3)7/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(3P*<2>) (5/2,2)9/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(3P*<2>) (5/2,2)5/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(3P*<2>) (5/2,2)7/2",0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(3P*<1>) (5/2,1)3/2",0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.8d 2D3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.8d 2D5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
 *9/2,0.0 gigahertz,0.0 hertz,0.0 hertz
 *7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
 *5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.7f 2F*5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.7f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
 *3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.10s 2S1/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.9d 2D3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.9d 2D5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
 *11/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.8f 2F*5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.8f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
"4f13.(2F*<5/2>).5d.6p.(1P*<1>) (5/2,1)5/2",0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.10d 2D3/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.10d 2D5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
 *13/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.9f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.9f 2F*5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.11d 2D5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.10f 2F*5/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.10f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.11f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.12f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.13f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
4f14.14f 2F*7/2,0.0 gigahertz,0.0 hertz,0.0 hertz
